,Gas Limitation, Permission Check, Inappropriate Logic, Specialized DApp Features, Version Gap, Inappropriate Standard, Smells,,,,,,,,,,,,,
18225, ,,,,,,,,,,,,,,,,,,,
18246, ,,,,,,,,,,,,,,,,,,,
18250, ,,,,,,,,,,,,,,,,,,,
1825, ,,,,,,,,,,,,,,,,,,,
18268, ,,,,,,,,,,,,,,,,,,,
18269, ,,,,,,,,,,,,,,,,,,,
18271, ,,,,,,,,,,,,,,,,,,,
18276, ,,,,,,,,,,,,,,,,,,,
18278, ,,,,,,,,,,,,,,,,,,,
18283, ,,,,,,,,,,,,,,,,,,,
18285, ,,,,,,,,,,,,,,,,,,,
18289, ,,,,,,,,,,,,,,,,,,,
18302, ,,,,,,,,,,,,,,,,,,,
18304, ,,,,,,,,,,,,,,,,,,,
18320, ,,,,,,,,,,,,,,,,,,,
18332, ,,,,,,,,,,,,,,,,,,,
18344, ,,,,,,,,,,,,,,,,,,,
18348, ,,,,,,,,,,,,,,,,,,,
18362, ,,,,,,,,,,,,,,,,,,,
18383, ,,,,,,,,,,,,,,,,,,,
18387, ,,,,,,,,,,,,,,,,,,,
18404, ,,,,,,,,,,,,,,,,,,,
18417, ,,,,,,,,,,,,,,,,,,,
18434, ,,,,,,,,,,,,,,,,,,,
18439,Y,,,,,,,,,,,,,,,,,,,
18445, ,,,,,,,,,,,,,,,,,,,
18450, ,,,,,,,,,,,,,,,,,,,
18454, ,,,,,,,,,,,,,,,,,,,
18463, ,,,,,,,,,,,,,,,,,,,
18466, ,,,,,,,,,,,,,,,,,,,
18467, ,,,,,,,,,,,,,,,,,,,
18468, ,,,,,,,,,,,,,,,,,,,
18469, ,,,,,,,,,,,,,,,,,,,
18479, ,,,,,,,,,,,,,,,,,,,
18487, ,,,,,,,,,,,,,,,,,,,
18497, ,,,,,,,,,,,,,,,,,,,
18498, ,,,,,,,,,,,,,,,,,,,
18507, ,,,,,,,,,,,,,,,,,,,
1850, ,,,,,,,,,,,,,,,,,,,
18510, ,,,,,,,,,,,,,,,,,,,
18515, ,,,,,,,,,,,,,,,,,,,
1851,Y,,,,,,,,,,,,,,,,,,,
18527, ,,,,,,,,,,,,,,,,,,,
18529, ,,,,,,,,,,,,,,,,,,,
18537, ,,,,,,,,,,,,,,,,,,,
1853, ,,,,,,,,,,,,,,,,,,,
18554, ,,,,,,,,,,,,,,,,,,,
18558, ,,,,,,,,,,,,,,,,,,,
18559, ,,,,,,,,,,,,,,,,,,,
18567, ,,,,,,,,,,,,,,,,,,,
18568, ,,,,,,,,,,,,,,,,,,,
18574, ,,,,,,,,,,,,,,,,,,,
18584, ,,,,,,,,,,,,,,,,,,,
18585, ,,,,,,,,,,,,,,,,,,,
18591, ,,,,,,,,,,,,,,,,,,,
18596, ,,,,,,,,,,,,,,,,,,,
18598,Y,,,,,,,,,,,,,,,,,,,
185, ,,,,,,,,,,,,,,,,,,,
18602, ,,,,,,,,,,,,,,,,,,,
18609, ,,,,,,,,,,,,,,,,,,,
18615, ,,,,,,,,,,,,,,,,,,,
1862, ,,,,,,,,,,,,,,,,,,,
18641, ,,,,,,,,,,,,,,,,,,,
18647, ,,,,,,,,,,,,,,,,,,,
18648, ,,,,,,,,,,,,,,,,,,,
18661, ,,,,,,,,,,,,,,,,,,,
18668, ,,,,,,,,,,,,,,,,,,,
18677, ,,,,,,,,,,,,,,,,,,,
18699, ,,,,,,,,,,,,,,,,,,,
186, ,,,,,,,,,,,,,,,,,,,
18700, ,,,,,,,,,,,,,,,,,,,
18715, ,,,,,,,,,,,,,,,,,,,
18723, ,,,,,,,,,,,,,,,,,,,
18731, ,,,,,,,,,,,,,,,,,,,
18746, ,,,,,,,,,,,,,,,,,,,
18762, ,,,,,,,,,,,,,,,,,,,
18771, ,,,Y,,,Missing Interrupter,,,,,,,,,,,,,
18774, ,,,,,,,,,,,,,,,,,,,
18776, ,,,,,,,,,,,,,,,,,,,
18778,Y,,,,,,,,,,,,,,,,,,,
18780, ,,,,,,,,,,,,,,,,,,,
18808, ,,,,,,,,,,,,,,,,,,,
18818,Y,,,,,,,,,,,,,,,,,,,
18821, ,,,,,,,,,,,,,,,,,,,
18824, ,,,,,,,,,,,,,,,,,,,
18835, ,,,,,,,,,,,,,,,,,,,
18864, ,,,,,,,,,,,,,,,,,,,
18884, ,,,,,,,,,,,,,,,,,,,
18885, ,,,,,,,,,,,,,,,,,,,
18901, ,,,,,,,,,,,,,,,,,,,
18904, ,,,,,,,,,,,,,,,,,,,
1890, ,,,,,,,,,,,,,,,,,,,
18917, ,,,,,,,,,,,,,,,,,,,
18923, ,,,,,,,,,,,,,,,,,,,
18928, ,,,,,,,,,,,,,,,,,,,
18929, ,,,,,,,,,,,,,,,,,,,
18945, ,,,,,,,,,,,,,,,,,,,
18952, ,,,,,,,,,,,,,,,,,,,
18964, ,,,,,,,,,,,,,,,,,,,
18970, ,,,,,,,,,,,,,,,,,,,
18971, ,,,,,,,,,,,,,,,,,,,
18972, ,,,,,,,,,,,,,,,,,,,
18973, ,,,,,Y,,,,,,,,,,,,,,
18987, ,,,,,,,,,,,,,,,,,,,
18992, ,,,,,,,,,,,,,,,,,,,
18994, ,,,,,,,,,,,,,,,,,,,
19014, ,,,,,,,,,,,,,,,,,,,
19020, ,,,,,,,,,,,,,,,,,,,
19029, ,,,,,,,,,,,,,,,,,,,
19031, ,,,,,,,,,,,,,,,,,,,
19044, ,,,,,,,,,,,,,,,,,,,
19046, ,,,,,,,,,,,,,,,,,,,
19050, ,,,,,,,,,,,,,,,,,,,
19051, ,,,,,Y,Unmatched ERC-20 Token,,,,,,,,,,,,,
19060, ,,,,,,,,,,,,,,,,,,,
19067, ,,,,,,,,,,,,,,,,,,,
1906, ,,,,,,,,,,,,,,,,,,,
19074, ,,,,,,,,,,,,,,,,,,,
19080, ,,,,,,,,,,,,,,,,,,,
19102, ,,,,,,,,,,,,,,,,,,,
19121, ,,,,,,,,,,,,,,,,,,,
19122, ,Y,,,,,,,,,,,,,,,,,,
19128, ,,,,,,,,,,,,,,,,,,,
19130, ,,,,,,,,,,,,,,,,,,,
19132, ,,,,,,,,,,,,,,,,,,,
19134, ,,,,,,,,,,,,,,,,,,,
19140,Y,,,,Y,Y,,,,,,,,,,,,,,
19145, ,,,,,,,,,,,,,,,,,,,
19152, ,,,,,,,,,,,,,,,,,,,
19170, ,,,,,,,,,,,,,,,,,,,
19176,Y,,,,,,,,,,,,,,,,,,,
19182, ,,,,,,,,,,,,,,,,,,,
19187, ,,,,,,,,,,,,,,,,,,,
1918, ,,,,,,,,,,,,,,,,,,,
1919, ,,,,,,,,,,,,,,,,,,,
19211, ,,,,,,,,,,,,,,,,,,,
19213, ,,Y,,,,,,,,,,,,,,,,,
19218,Y,,,,,,,,,,,,,,,,,,,
19219,Y,,,,,,,,,,,,,,,,,,,
1921, ,,,,,,,,,,,,,,,,,,,
19222, ,,,,,,,,,,,,,,,,,,,
19223, ,,,,,,,,,,,,,,,,,,,
19227, ,,,,,,,,,,,,,,,,,,,
19229, ,,,,,,,,,,,,,,,,,,,
19230, ,,,,,,,,,,,,,,,,,,,
19234, ,,,Y,,,Missing Interrupter,,,,,,,,,,,,,
19236, ,,,,,,,,,,,,,,,,,,,
19245, ,,,,,,,,,,,,,,,,,,,
19247, ,,,,,,,,,,,,,,,,,,,
19259, ,,,,,,,,,,,,,,,,,,,
19261, ,,,,,,,,,,,,,,,,,,,
19270, ,,,,,,,,,,,,,,,,,,,
19271, ,,,,,Y,,,,,,,,,,,,,,
19274, ,,,,,,,,,,,,,,,,,,,
19279, ,,,,,,,,,,,,,,,,,,,
19282, ,,,,,,,,,,,,,,,,,,,
19289, ,,,,,,,,,,,,,,,,,,,
1929, ,,,,,,,,,,,,,,,,,,,
19311, ,,,,,,,,,,,,,,,,,,,
19320, ,,,,,,,,,,,,,,,,,,,
19324, ,,,,,,,,,,,,,,,,,,,
19327, ,,,,,,,,,,,,,,,,,,,
19349, ,,,,,,,,,,,,,,,,,,,
19360, ,,,,,,,,,,,,,,,,,,,
1936, ,,,,,,,,,,,,,,,,,,,
19379, ,,,,,,,,,,,,,,,,,,,
1937, ,,,,,,,,,,,,,,,,,,,
19380, ,,,Y,,,High Gas Consumption Function Type,,,,,,,,,,,,,
19389, ,,,,,,,,,,,,,,,,,,,
19399, ,,,,,,,,,,,,,,,,,,,
19401, ,,,,,,,,,,,,,,,,,,,
19402, ,,,Y,,,,,,,,,,,,,,,,
19403, ,,,,,,,,,,,,,,,,,,,
19429, ,,,,,,,,,,,,,,,,,,,
19433, ,,,,,,,,,,,,,,,,,,,
19441, ,,,Y,,,High Gas Consumption Function Type,,,,,,,,,,,,,
19447, ,,,,,,,,,,,,,,,,,,,
19459, ,,,,,,,,,,,,,,,,,,,
19464, ,,,,,,,,,,,,,,,,,,,
19469, ,,,,,,,,,,,,,,,,,,,
19470, ,,,,,,,,,,,,,,,,,,,
19480, ,,,,,,,,,,,,,,,,,,,
19486, ,,,,,,,,,,,,,,,,,,,
19498, ,,,,,,,,,,,,,,,,,,,
19511, ,,,,,,,,,,,,,,,,,,,
19520, ,,,,,,,,,,,,,,,,,,,
19524, ,,,,,,,,,,,,,,,,,,,
19530, ,,,,,,,,,,,,,,,,,,,
19533, ,,,,,,,,,,,,,,,,,,,
19536, ,,,,,,,,,,,,,,,,,,,
19542, ,,,,,,,,,,,,,,,,,,,
19553, ,,,,,,,,,,,,,,,,,,,
19563, ,,,,,,,,,,,,,,,,,,,
19564, ,,,,,,,,,,,,,,,,,,,
19580, ,,,,,,,,,,,,,,,,,,,
19586, ,,,,,,,,,,,,,,,,,,,
19597, ,,,,,,,,,,,,,,,,,,,
19617, ,,,,,,,,,,,,,,,,,,,
19618, ,,,,,,,,,,,,,,,,,,,
19619, ,,,,,,,,,,,,,,,,,,,
19623, ,,,,,,,,,,,,,,,,,,,
19632, ,,,,,,,,,,,,,,,,,,,
19640, ,,,,,,,,,,,,,,,,,,,
19650, ,,,,,,,,,,,,,,,,,,,
19651, ,,,,,,,,,,,,,,,,,,,
19664, ,,,,,,,,,,,,,,,,,,,
19666, ,,,,,,,,,,,,,,,,,,,
19681, ,,,,,,,,,,,,,,,,,,,
19694, ,,,,,,,,,,,,,,,,,,,
19704, ,,,,,,,,,,,,,,,,,,,
19714, ,,,,,,,,,,,,,,,,,,,
19725, ,,,,,,,,,,,,,,,,,,,
19738, ,,,,,,,,,,,,,,,,,,,
19742, ,,,,,,,,,,,,,,,,,,,
1991, ,,,,,,,,,,,,,,,,,,,
1994, ,,,,,,,,,,,,,,,,,,,
1998, ,,,,,,,,,,,,,,,,,,,
2004, ,,,,,,,,,,,,,,,,,,,
2005, ,,,,,,,,,,,,,,,,,,,
2023, ,,,,,,,,,,,,,,,,,,,
2036, ,,,,,,,,,,,,,,,,,,,
2039, ,,,,,,,,,,,,,,,,,,,
2049, ,,,,,,,,,,,,,,,,,,,
2054, ,,,,,,,,,,,,,,,,,,,
2070, ,,,,,,,,,,,,,,,,,,,
20753, ,,,,,,,,,,,,,,,,,,,
20761, ,,,,,,,,,,,,,,,,,,,
20767, ,,,,,,,,,,,,,,,,,,,
2076, ,,,,,,,,,,,,,,,,,,,
20781, ,,,,,,,,,,,,,,,,,,,
20789, ,,,,,,,,,,,,,,,,,,,
20795, ,,,,,,,,,,,,,,,,,,,
20798, ,,,,,,,,,,,,,,,,,,,
20803, ,,,,,,,,,,,,,,,,,,,
20805, ,,,,,,,,,,,,,,,,,,,
20811, ,,,,,,,,,,,,,,,,,,,
20820, ,,,,,,,,,,,,,,,,,,,
20831, ,,,,,,,,,,,,,,,,,,,
20834, ,,,,,,,,,,,,,,,,,,,
20837, ,,,,,,,,,,,,,,,,,,,
20843, ,,,,,,,,,,,,,,,,,,,
20853, ,,,Y,,,Missing Interrupter,,,,,,,,,,,,,
20854, ,,,,,,,,,,,,,,,,,,,
20864, ,,,,,,,,,,,,,,,,,,,
20865, ,,,,,,,,,,,,,,,,,,,
20868, ,,,,,,,,,,,,,,,,,,,
2086, ,,,,,,,,,,,,,,,,,,,
20873, ,,,,,,,,,,,,,,,,,,,
20883,Y,,,,,,,,,,,,,,,,,,,
20886, ,,,,,,,,,,,,,,,,,,,
20888, ,,,,,,,,,,,,,,,,,,,
20889, ,,,,,,,,,,,,,,,,,,,
20896, ,,,,,,,,,,,,,,,,,,,
20897, ,,,,,,,,,,,,,,,,,,,
20904, ,,,,,,,,,,,,,,,,,,,
20905, ,,,,,,,,,,,,,,,,,,,
2090, ,,,,,,,,,,,,,,,,,,,
20919, ,,,,,,,,,,,,,,,,,,,
20922, ,,,,,,,,,,,,,,,,,,,
20931, ,,,,,,,,,,,,,,,,,,,
20938, ,,,,,,,,,,,,,,,,,,,
2093, ,,,,,,,,,,,,,,,,,,,
20955, ,,,,,,,,,,,,,,,,,,,
20960, ,,,,,,,,,,,,,,,,,,,
20963, ,,,,,,,,,,,,,,,,,,,
20970, ,,,,,,,,,,,,,,,,,,,
20972, ,,,,,,,,,,,,,,,,,,,
20978, ,,,,Y,, Deprecated APIs,,,,,,,,,,,,,
20986, ,,,,,,,,,,,,,,,,,,,
20987, ,,,,,,,,,,,,,,,,,,,
20995, ,,,,,,,,,,,,,,,,,,,
21010, ,,,,,,,,,,,,,,,,,,,
21027, ,,,,,,,,,,,,,,,,,,,
21031, ,,,Y,,,Unspecified Compiler Version,,,,,,,,,,,,,
21033, ,,,,,,,,,,,,,,,,,,,
21039, ,,,,,,,,,,,,,,,,,,,
21042, ,,,,,,,,,,,,,,,,,,,
21043, ,,,,,,,,,,,,,,,,,,,
2104, ,,,,,,,,,,,,,,,,,,,
21063, ,,,,,,,,,,,,,,,,,,,
21065, ,,,,,,,,,,,,,,,,,,,
21069, ,,,,,,,,,,,,,,,,,,,
2106, ,,,,,,,,,,,,,,,,,,,
21084, ,,,Y,,,Unchecked External Call,,,,,,,,,,,,,
21086, ,,,,,,,,,,,,,,,,,,,
21097, ,,,,,,,,,,,,,,,,,,,
21111, ,,,,,,,,,,,,,,,,,,,
21128, ,,,,,,,,,,,,,,,,,,,
21145, ,,,,,,,,,,,,,,,,,,,
21155, ,,,,,,,,,,,,,,,,,,,
21169, ,,,,,,,,,,,,,,,,,,,
21182, ,,,,,,,,,,,,,,,,,,,
21185, ,,,,,,,,,,,,,,,,,,,
21225, ,,,,,,,,,,,,,,,,,,,
21226, ,,,,,,,,,,,,,,,,,,,
21235, ,,,,,,,,,,,,,,,,,,,
21240, ,,,,,,,,,,,,,,,,,,,
21241, ,,,,,,,,,,,,,,,,,,,
21242, ,,,,,,,,,,,,,,,,,,,
21245, ,,,,,,,,,,,,,,,,,,,
21253, ,,,,,,,,,,,,,,,,,,,
21258, ,,,,,,,,,,,,,,,,,,,
21270, ,,,,,,,,,,,,,,,,,,,
21279, ,,,,,,,,,,,,,,,,,,,
21283, ,,,,,,,,,,,,,,,,,,,
21298, ,,,Y,,,,,,,,,,,,,,,,
21303, ,,,,,,,,,,,,,,,,,,,
21316, ,,,Y,,,Hard Code Address,,,,,,,,,,,,,
21339, ,,,,,,,,,,,,,,,,,,,
21376, Y,,,Y,,,Nested Call,,,,,,,,,,,,,
21379, ,,,,,,,,,,,,,,,,,,,
21386, ,,,,,,,,,,,,,,,,,,,
21395, ,,,,,,,,,,,,,,,,,,,
21402, ,,,,,,,,,,,,,,,,,,,
21426, ,,,,,,,,,,,,,,,,,,,
21428, ,,,,,,,,,,,,,,,,,,,
21429, ,,,,,,,,,,,,,,,,,,,
21435, ,,,,,,,,,,,,,,,,,,,
21447, ,,,,,,,,,,,,,,,,,,,
21464,Y,,,,,,,,,,,,,,,,,,,
21467, ,,,,,,,,,,,,,,,,,,,
21473, ,,,,,,,,,,,,,,,,,,,
21474, ,,,,,,,,,,,,,,,,,,,
21488, ,,,,,,,,,,,,,,,,,,,
21499, ,,,,,,,,,,,,,,,,,,,
21510, ,,,,,,,,,,,,,,,,,,,
21514, ,,,,,,,,,,,,,,,,,,,
21516, ,,,,,,,,,,,,,,,,,,,
21521, ,,,,,,,,,,,,,,,,,,,
21522, ,,,,,,,,,,,,,,,,,,,
21523, ,,,,,,,,,,,,,,,,,,,
21524, ,,,,,,,,,,,,,,,,,,,
21525, ,,Y,,,,,,,,,,,,,,,,,
21531, ,,,,,,,,,,,,,,,,,,,
21535, ,,,,,,,,,,,,,,,,,,,
21537, ,,,,,,,,,,,,,,,,,,,
21539, ,Y,,,,,,,,,,,,,,,,,,
21541, ,,,,,,,,,,,,,,,,,,,
21542, ,,,,,,,,,,,,,,,,,,,
21550, ,,,,,,,,,,,,,,,,,,,
21559, ,,,,,,,,,,,,,,,,,,,
21562, ,,,,,,,,,,,,,,,,,,,
21575, ,,,,,,,,,,,,,,,,,,,
21578, ,,,,,,,,,,,,,,,,,,,
21589, ,,,,,,,,,,,,,,,,,,,
21590, ,,,,,,,,,,,,,,,,,,,
21602, ,,,,,,,,,,,,,,,,,,,
21613, ,,,,,,,,,,,,,,,,,,,
21616, ,,,,,,,,,,,,,,,,,,,
2161, ,,,,,,,,,,,,,,,,,,,
21620, ,,,,,,,,,,,,,,,,,,,
21631, ,,,,,,,,,,,,,,,,,,,
21632, ,,,,,,,,,,,,,,,,,,,
21633, ,,,,,,,,,,,,,,,,,,,
21636, ,,,,,,,,,,,,,,,,,,,
21643, ,,,,,,,,,,,,,,,,,,,
21645, ,,,,,,,,,,,,,,,,,,,
21650, ,,Y,,,,,,,,,,,,,,,,,
21652, ,,,,,,,,,,,,,,,,,,,
2166, ,,,,,,,,,,,,,,,,,,,
21670, ,,,,,,,,,,,,,,,,,,,
21673, ,,,,,,,,,,,,,,,,,,,
21674, ,,,,,,,,,,,,,,,,,,,
21684, ,,,,,,,,,,,,,,,,,,,
21686, ,,,,,,,,,,,,,,,,,,,
21687, ,,,,,,,,,,,,,,,,,,,
21690, ,,,,,,,,,,,,,,,,,,,
2169, ,,,,,,,,,,,,,,,,,,,
21700, ,,,,,,,,,,,,,,,,,,,
21701,Y,,,,,,,,,,,,,,,,,,,
21713, ,,,,,,,,,,,,,,,,,,,
21723, ,,,,,,,,,,,,,,,,,,,
21727, ,,,,,,,,,,,,,,,,,,,
21729, ,,,Y,,,,,,,,,,,,,,,,
21735, ,,,,,,,,,,,,,,,,,,,
21736, ,,,,,,,,,,,,,,,,,,,
21754, ,,,,,,,,,,,,,,,,,,,
21767, ,,,,,,,,,,,,,,,,,,,
21768, ,,,,,,,,,,,,,,,,,,,
21773,Y,,,,,,,,,,,,,,,,,,,
2179, ,,,,,,,,,,,,,,,,,,,
2203, ,,,,,,,,,,,,,,,,,,,
2208, ,,,,,,,,,,,,,,,,,,,
2234, ,,,,,,,,,,,,,,,,,,,
2238, ,,,,,,,,,,,,,,,,,,,
2256, ,,,,,,,,,,,,,,,,,,,
2258, ,,,,,,,,,,,,,,,,,,,
2259, ,,,,,,,,,,,,,,,,,,,
2268, ,,,,,,,,,,,,,,,,,,,
22778, ,,,,,,,,,,,,,,,,,,,
2277, ,,,,,,,,,,,,,,,,,,,
22791, ,,,,,,,,,,,,,,,,,,,
22795, ,,,,,,,,,,,,,,,,,,,
22809, ,,,,,Y,,,,,,,,,,,,,,
22811, ,,,,,,,,,,,,,,,,,,,
22812, ,,,,,,,,,,,,,,,,,,,
22816, ,,,,,,,,,,,,,,,,,,,
22818, ,,,,,,,,,,,,,,,,,,,
22845, ,,,,,,,,,,,,,,,,,,,
22846, ,,,,,,,,,,,,,,,,,,,
22847, ,,,,,,,,,,,,,,,,,,,
22853, ,,,,,,,,,,,,,,,,,,,
22871, ,,,Y,,,Nested Call,,,,,,,,,,,,,
22876, ,,,,,,,,,,,,,,,,,,,
22885, ,,,,,,,,,,,,,,,,,,,
22889, ,,,,,,,,,,,,,,,,,,,
2288, ,,,,,,,,,,,,,,,,,,,
22890, ,,,,,,,,,,,,,,,,,,,
22893, ,,,,,,,,,,,,,,,,,,,
22904, ,,,,,,,,,,,,,,,,,,,
22916, ,,,,,,,,,,,,,,,,,,,
22917, ,,,,,,,,,,,,,,,,,,,
22924, ,,,,,,,,,,,,,,,,,,,
2292, ,,,,,,,,,,,,,,,,,,,
22931, ,,,,,,,,,,,,,,,,,,,
22945, ,,,,,,,,,,,,,,,,,,,
22949, ,,,,,,,,,,,,,,,,,,,
2294, ,,,,,,,,,,,,,,,,,,,
22951, ,,,,,,,,,,,,,,,,,,,
22953, ,,,,,,,,,,,,,,,,,,,
22954, ,,,,,,,,,,,,,,,,,,,
22966, ,,,,,,,,,,,,,,,,,,,
22973, ,,,,,,,,,,,,,,,,,,,
22975, ,,,,,,,,,,,,,,,,,,,
22976, ,,,,,,,,,,,,,,,,,,,
22979, ,,,,,,,,,,,,,,,,,,,
22983, ,,,,,,,,,,,,,,,,,,,
22996, ,,,,,,,,,,,,,,,,,,,
22, ,,,,,,,,,,,,,,,,,,,
23007, ,,,,,,,,,,,,,,,,,,,
23030, ,,,,,,,,,,,,,,,,,,,
23037, ,,,,,,,,,,,,,,,,,,,
23044, ,,,,,,,,,,,,,,,,,,,
23049, ,,,,,,,,,,,,,,,,,,,
23058, ,,,,,,,,,,,,,,,,,,,
23073, ,,,,,,,,,,,,,,,,,,,
23093, ,,,,,,,,,,,,,,,,,,,
23102, ,,,,,,,,,,,,,,,,,,,
2311, ,,,,,,,,,,,,,,,,,,,
23121, ,,,,,,,,,,,,,,,,,,,
23122, ,,,,,,,,,,,,,,,,,,,
23133, ,,,,,,,,,,,,,,,,,,,
23135, ,,,,,,,,,,,,,,,,,,,
23143, ,,,,,,,,,,,,,,,,,,,
23146, ,,,,,,,,,,,,,,,,,,,
23152, ,,,,,,,,,,,,,,,,,,,
23165, ,,,,,,,,,,,,,,,,,,,
23190, ,,,,,,,,,,,,,,,,,,,
23200, ,,,,,,,,,,,,,,,,,,,
23201, ,,,,,,,,,,,,,,,,,,,
23204, ,,,,,,,,,,,,,,,,,,,
23216, ,,,,,,,,,,,,,,,,,,,
23218, ,,,,,,,,,,,,,,,,,,,
23221, ,,,,,,,,,,,,,,,,,,,
23224, ,,,,,,,,,,,,,,,,,,,
23230, ,,,,,,,,,,,,,,,,,,,
23267, ,,,,,,,,,,,,,,,,,,,
23275, ,,,,,,,,,,,,,,,,,,,
23300, ,,,,,,,,,,,,,,,,,,,
23307, ,,,,,,,,,,,,,,,,,,,
23315, ,,,,,,,,,,,,,,,,,,,
23316, ,,Y,,,,,,,,,,,,,,,,,
23321, ,,,,,,,,,,,,,,,,,,,
23323, ,,,,,,,,,,,,,,,,,,,
23333, ,,,,,,,,,,,,,,,,,,,
23339, ,,,,,,,,,,,,,,,,,,,
23344, ,,,,,,,,,,,,,,,,,,,
23356, ,,,,,,,,,,,,,,,,,,,
23363, ,Y,,,,,Unchecked External Calls,,,,,,,,,,,,,
23367, ,,,,,,,,,,,,,,,,,,,
23380, ,,,,,,,,,,,,,,,,,,,
23381, ,,,,,,,,,,,,,,,,,,,
23382, ,,,,,,,,,,,,,,,,,,,
23383, ,,,,,,,,,,,,,,,,,,,
23388, ,,,,,,,,,,,,,,,,,,,
23406, ,,,,,,,,,,,,,,,,,,,
23412, ,,,,,,,,,,,,,,,,,,,
23418, ,,,,,,,,,,,,,,,,,,,
23422, ,,,,,,,,,,,,,,,,,,,
23443, ,,,,,,,,,,,,,,,,,,,
23444, ,,,,,,,,,,,,,,,,,,,
23456, ,,,,,,,,,,,,,,,,,,,
23460, ,,,,,,,,,,,,,,,,,,,
23472, ,,,,,,,,,,,,,,,,,,,
23479, ,,,,,,,,,,,,,,,,,,,
23481, ,,,Y,,,,,,,,,,,,,,,,
23482, ,,,,,,,,,,,,,,,,,,,
23494, ,,,,,,,,,,,,,,,,,,,
23498, ,,,,,,,,,,,,,,,,,,,
23500, ,,,,,,,,,,,,,,,,,,,
23501, ,,,,,Y,Unmatched ERC-20 Token,,,,,,,,,,,,,
23502, ,,,,,,,,,,,,,,,,,,,
23504, ,,,,,,,,,,,,,,,,,,,
23506, ,,,,,,,,,,,,,,,,,,,
23511, ,,,,,,,,,,,,,,,,,,,
23512, ,,,,,,,,,,,,,,,,,,,
23523, ,,,,,,,,,,,,,,,,,,,
23546, ,,,,,,,,,,,,,,,,,,,
23549, ,,,,,,,,,,,,,,,,,,,
23577, ,,,Y,,,Missing Interrupter,,,,,,,,,,,,,
23594, ,,,,,,,,,,,,,,,,,,,
2359, ,,,,,,,,,,,,,,,,,,,
23604, ,,,,,,,,,,,,,,,,,,,
2360, ,,,,,,,,,,,,,,,,,,,
23610, ,,,,,,,,,,,,,,,,,,,
23611, ,,,,,,,,,,,,,,,,,,,
23612, ,,,,,,,,,,,,,,,,,,,
23619, ,,,,,,,,,,,,,,,,,,,
23629, ,,,,,,,,,,,,,,,,,,,
23633, ,,,,,,,,,,,,,,,,,,,
23635, ,,,,,,,,,,,,,,,,,,,
23637, ,,,Y,,,Deprecated APIs,,,,,,,,,,,,,
23638, ,,,,,,,,,,,,,,,,,,,
23639, ,,,,,,,,,,,,,,,,,,,
23646, ,,,,,,,,,,,,,,,,,,,
23658, ,,,,,,,,,,,,,,,,,,,
23664, ,,,,,,,,,,,,,,,,,,,
2366, ,,,,,,,,,,,,,,,,,,,
23687, ,,,,,,,,,,,,,,,,,,,
23693, ,,Y,,,,,,,,,,,,,,,,,
23699, ,,,,,,,,,,,,,,,,,,,
23707, ,,,,,,,,,,,,,,,,,,,
23712, ,,,,,,,,,,,,,,,,,,,
23714, ,,,,,,,,,,,,,,,,,,,
23721, ,,,,,,,,,,,,,,,,,,,
23724, ,,,,,,,,,,,,,,,,,,,
23726, ,,,,,,,,,,,,,,,,,,,
23728, ,,,Y,,,Unmatched Type Assignment,,,,,,,,,,,,,
23733, ,,,,,,,,,,,,,,,,,,,
23737, ,,,,,,,,,,,,,,,,,,,
2373, ,,,,,,,,,,,,,,,,,,,
23740, ,,,,,,,,,,,,,,,,,,,
23745, ,,,,,,,,,,,,,,,,,,,
23757, ,,,,,,,,,,,,,,,,,,,
23770, ,,,,,,,,,,,,,,,,,,,
23771, ,,,,,,,,,,,,,,,,,,,
23774, ,,,,Y,,Unspecified Compiler Version,,,,,,,,,,,,,
23777, ,,,,,,,,,,,,,,,,,,,
23782, ,,,,,,,,,,,,,,,,,,,
23786, ,,,,,,,,,,,,,,,,,,,
23791, ,,,,,,,,,,,,,,,,,,,
23794, ,,,,,,,,,,,,,,,,,,,
23809, ,,,,,,,,,,,,,,,,,,,
23815, ,,,,,,,,,,,,,,,,,,,
23816, ,,,,,,,,,,,,,,,,,,,
23822, ,,,,,Y,,,,,,,,,,,,,,
23846, ,,,,,,,,,,,,,,,,,,,
2385, ,,,,,,,,,,,,,,,,,,,
23883, ,,,,,,,,,,,,,,,,,,,
23890, ,,,,,,,,,,,,,,,,,,,
23899, ,,,,,,,,,,,,,,,,,,,
23901, ,,,,,,,,,,,,,,,,,,,
23908, ,,,,,,,,,,,,,,,,,,,
2390, ,,,,,,,,,,,,,,,,,,,
23913, ,,,,,,,,,,,,,,,,,,,
23918, ,,,,,,,,,,,,,,,,,,,
23924, ,,,,,,,,,,,,,,,,,,,
23927, ,,,,,,,,,,,,,,,,,,,
23932, ,,,,,,,,,,,,,,,,,,,
23941, ,,,,,,,,,,,,,,,,,,,
23945, ,,,,,,,,,,,,,,,,,,,
23957, ,,,,,,,,,,,,,,,,,,,
23963, ,,,,,,,,,,,,,,,,,,,
23968, ,,,,,,,,,,,,,,,,,,,
2397, ,,,,,,,,,,,,,,,,,,,
23986, ,,,,,,,,,,,,,,,,,,,
23990, ,,,,,,,,,,,,,,,,,,,
24001, ,,,,,,,,,,,,,,,,,,,
24007, ,,,,,,,,,,,,,,,,,,,
24012, ,,,,,,,,,,,,,,,,,,,
